timestamp,beats per minute
2025-02-01T00:00:02Z,94.0
2025-02-01T00:00:05Z,93.0
2025-02-01T00:00:07Z,89.0
2025-02-01T00:00:09Z,86.0
2025-02-01T00:00:12Z,86.0
2025-02-01T00:00:13Z,85.0
2025-02-01T00:00:15Z,84.0
2025-02-01T00:00:17Z,83.0
2025-02-01T00:00:20Z,84.0
2025-02-01T00:00:22Z,87.0
2025-02-01T00:00:24Z,89.0
2025-02-01T00:00:26Z,90.0
2025-02-01T00:00:29Z,90.0
2025-02-01T00:00:30Z,91.0
2025-02-01T00:00:32Z,91.0
2025-02-01T00:00:34Z,89.0
2025-02-01T00:00:36Z,88.0
2025-02-01T00:00:38Z,86.0
2025-02-01T00:00:41Z,86.0
2025-02-01T00:00:43Z,84.0
2025-02-01T00:00:46Z,84.0
2025-02-01T00:00:47Z,85.0
2025-02-01T00:00:49Z,84.0
2025-02-01T00:00:51Z,82.0
2025-02-01T00:00:54Z,82.0
2025-02-01T00:00:57Z,81.0
2025-02-01T00:00:59Z,80.0
2025-02-01T00:01:02Z,80.0
2025-02-01T00:01:03Z,81.0
2025-02-01T00:01:06Z,80.0
2025-02-01T00:01:09Z,80.0
2025-02-01T00:01:10Z,82.0
2025-02-01T00:01:13Z,82.0
2025-02-01T00:01:14Z,84.0
2025-02-01T00:01:16Z,85.0
2025-02-01T00:01:19Z,85.0
2025-02-01T00:01:20Z,87.0
2025-02-01T00:01:22Z,85.0
2025-02-01T00:01:24Z,87.0
2025-02-01T00:01:26Z,86.0
2025-02-01T00:01:28Z,84.0
2025-02-01T00:01:30Z,83.0
2025-02-01T00:01:33Z,81.0
2025-02-01T00:01:36Z,81.0
2025-02-01T00:01:37Z,82.0
2025-02-01T00:01:39Z,81.0
2025-02-01T00:01:42Z,81.0
2025-02-01T00:01:43Z,80.0
2025-02-01T00:01:46Z,80.0
2025-02-01T00:01:47Z,83.0
2025-02-01T00:01:49Z,82.0
2025-02-01T00:01:51Z,80.0
2025-02-01T00:01:53Z,81.0
2025-02-01T00:01:56Z,80.0
2025-02-01T00:01:58Z,81.0
2025-02-01T00:02:00Z,80.0
2025-02-01T00:02:03Z,80.0
2025-02-01T00:02:04Z,81.0
2025-02-01T00:02:06Z,82.0
2025-02-01T00:02:08Z,83.0
2025-02-01T00:02:10Z,85.0
2025-02-01T00:02:12Z,83.0
2025-02-01T00:02:14Z,80.0
2025-02-01T00:02:16Z,83.0
2025-02-01T00:02:18Z,84.0
2025-02-01T00:02:19Z,83.0
2025-02-01T00:02:21Z,81.0
2025-02-01T00:02:23Z,79.0
2025-02-01T00:02:25Z,80.0
2025-02-01T00:02:27Z,82.0
2025-02-01T00:02:30Z,82.0
2025-02-01T00:02:33Z,79.0
2025-02-01T00:02:35Z,77.0
2025-02-01T00:02:37Z,79.0
2025-02-01T00:02:39Z,78.0
2025-02-01T00:02:41Z,76.0
2025-02-01T00:02:42Z,77.0
2025-02-01T00:02:44Z,79.0
2025-02-01T00:02:46Z,79.0
2025-02-01T00:02:49Z,79.0
2025-02-01T00:02:50Z,78.0
2025-02-01T00:02:52Z,80.0
2025-02-01T00:02:54Z,82.0
2025-02-01T00:02:56Z,83.0
2025-02-01T00:02:59Z,83.0
2025-02-01T00:03:00Z,82.0
2025-02-01T00:03:03Z,82.0
2025-02-01T00:03:06Z,81.0
2025-02-01T00:03:07Z,82.0
2025-02-01T00:03:09Z,84.0
2025-02-01T00:03:12Z,84.0
2025-02-01T00:03:15Z,84.0
2025-02-01T00:03:18Z,84.0
2025-02-01T00:03:21Z,86.0
2025-02-01T00:03:24Z,86.0
2025-02-01T00:03:25Z,86.0
2025-02-01T00:03:27Z,85.0
2025-02-01T00:03:29Z,84.0
2025-02-01T00:03:30Z,83.0
2025-02-01T00:03:32Z,82.0
2025-02-01T00:03:35Z,82.0
2025-02-01T00:03:36Z,81.0
2025-02-01T00:03:39Z,81.0
2025-02-01T00:03:40Z,80.0
2025-02-01T00:03:43Z,80.0
2025-02-01T00:03:44Z,81.0
2025-02-01T00:03:46Z,83.0
2025-02-01T00:03:48Z,84.0
2025-02-01T00:03:51Z,84.0
2025-02-01T00:03:54Z,82.0
2025-02-01T00:03:55Z,81.0
2025-02-01T00:03:57Z,80.0
2025-02-01T00:04:00Z,80.0
2025-02-01T00:04:01Z,82.0
2025-02-01T00:04:04Z,82.0
2025-02-01T00:04:07Z,82.0
2025-02-01T00:04:09Z,80.0
2025-02-01T00:04:12Z,80.0
2025-02-01T00:04:13Z,81.0
2025-02-01T00:04:15Z,82.0
2025-02-01T00:04:18Z,81.0
2025-02-01T00:04:20Z,80.0
2025-02-01T00:04:22Z,79.0
2025-02-01T00:04:24Z,81.0
2025-02-01T00:04:26Z,82.0
2025-02-01T00:04:28Z,80.0
2025-02-01T00:04:30Z,78.0
2025-02-01T00:04:32Z,76.0
2025-02-01T00:04:34Z,75.0
2025-02-01T00:04:36Z,76.0
2025-02-01T00:04:38Z,76.0
2025-02-01T00:04:41Z,76.0
2025-02-01T00:04:42Z,77.0
2025-02-01T00:04:43Z,78.0
2025-02-01T00:04:45Z,80.0
2025-02-01T00:04:47Z,81.0
2025-02-01T00:04:49Z,83.0
2025-02-01T00:04:51Z,85.0
2025-02-01T00:04:54Z,85.0
2025-02-01T00:04:55Z,87.0
2025-02-01T00:04:57Z,88.0
2025-02-01T00:05:00Z,88.0
2025-02-01T00:05:03Z,87.0
2025-02-01T00:05:04Z,84.0
2025-02-01T00:05:06Z,83.0
2025-02-01T00:05:08Z,82.0
2025-02-01T00:05:10Z,80.0
2025-02-01T00:05:12Z,78.0
2025-02-01T00:05:15Z,78.0
2025-02-01T00:05:16Z,79.0
2025-02-01T00:05:18Z,78.0
2025-02-01T00:05:20Z,79.0
2025-02-01T00:05:23Z,79.0
2025-02-01T00:05:26Z,79.0
2025-02-01T00:05:27Z,78.0
2025-02-01T00:05:29Z,79.0
2025-02-01T00:05:32Z,79.0
2025-02-01T00:05:33Z,83.0
2025-02-01T00:05:36Z,83.0
2025-02-01T00:05:37Z,84.0
2025-02-01T00:05:39Z,87.0
2025-02-01T00:05:41Z,92.0
2025-02-01T00:05:43Z,93.0
2025-02-01T00:05:45Z,89.0
2025-02-01T00:05:47Z,83.0
2025-02-01T00:05:48Z,81.0
2025-02-01T00:05:50Z,80.0
2025-02-01T00:05:53Z,80.0
2025-02-01T00:05:54Z,82.0
2025-02-01T00:05:56Z,85.0
2025-02-01T00:05:58Z,84.0
2025-02-01T00:06:00Z,83.0
2025-02-01T00:06:02Z,82.0
2025-02-01T00:06:04Z,83.0
2025-02-01T00:06:06Z,85.0
2025-02-01T00:06:08Z,87.0
2025-02-01T00:06:10Z,87.0
2025-02-01T00:06:12Z,86.0
2025-02-01T00:06:13Z,84.0
2025-02-01T00:06:16Z,84.0
2025-02-01T00:06:19Z,83.0
2025-02-01T00:06:21Z,84.0
2025-02-01T00:06:23Z,84.0
2025-02-01T00:06:26Z,84.0
2025-02-01T00:06:29Z,84.0
2025-02-01T00:06:31Z,86.0
2025-02-01T00:06:33Z,88.0
2025-02-01T00:06:35Z,87.0
2025-02-01T00:06:36Z,85.0
2025-02-01T00:06:38Z,82.0
2025-02-01T00:06:41Z,82.0
2025-02-01T00:06:42Z,83.0
2025-02-01T00:06:44Z,81.0
2025-02-01T00:06:46Z,83.0
2025-02-01T00:06:48Z,84.0
2025-02-01T00:06:51Z,84.0
2025-02-01T00:06:52Z,86.0
2025-02-01T00:06:54Z,88.0
2025-02-01T00:06:56Z,89.0
2025-02-01T00:06:58Z,88.0
