date_time,heart_zone_id,total_minutes
2025-05-01T06:13,FAT_BURN,1
2025-05-01T06:14,FAT_BURN,1
2025-05-01T07:06,FAT_BURN,1
2025-05-01T07:11,FAT_BURN,1
2025-05-01T10:43,FAT_BURN,1
2025-05-01T10:44,FAT_BURN,1
2025-05-01T10:45,FAT_BURN,1
2025-05-01T10:46,FAT_BURN,1
2025-05-01T11:00,FAT_BURN,1
2025-05-01T11:03,FAT_BURN,1
2025-05-01T11:04,FAT_BURN,1
2025-05-01T11:05,FAT_BURN,1
2025-05-01T11:08,FAT_BURN,1
2025-05-01T11:15,FAT_BURN,1
2025-05-01T11:16,FAT_BURN,1
2025-05-01T11:18,FAT_BURN,1
2025-05-01T11:19,FAT_BURN,1
2025-05-01T11:20,FAT_BURN,1
2025-05-01T11:21,FAT_BURN,1
2025-05-01T11:22,FAT_BURN,1
2025-05-01T11:23,FAT_BURN,1
2025-05-01T11:25,FAT_BURN,1
2025-05-01T11:26,FAT_BURN,1
2025-05-01T11:27,FAT_BURN,1
2025-05-01T11:28,FAT_BURN,1
2025-05-01T11:29,FAT_BURN,1
2025-05-01T11:30,FAT_BURN,1
2025-05-01T11:31,FAT_BURN,1
2025-05-01T11:32,FAT_BURN,1
2025-05-01T11:33,FAT_BURN,1
2025-05-01T11:34,FAT_BURN,1
2025-05-01T11:35,FAT_BURN,1
2025-05-01T11:36,FAT_BURN,1
2025-05-01T11:37,FAT_BURN,1
2025-05-01T11:38,FAT_BURN,1
2025-05-01T11:39,FAT_BURN,1
2025-05-01T11:40,FAT_BURN,1
2025-05-01T11:41,FAT_BURN,1
2025-05-01T11:42,FAT_BURN,1
2025-05-01T11:43,FAT_BURN,1
2025-05-01T11:44,FAT_BURN,1
2025-05-01T11:53,FAT_BURN,1
2025-05-01T11:54,FAT_BURN,1
2025-05-01T11:55,FAT_BURN,1
2025-05-01T11:56,FAT_BURN,1
2025-05-01T12:00,FAT_BURN,1
2025-05-01T12:02,FAT_BURN,1
2025-05-01T12:03,FAT_BURN,1
2025-05-01T12:04,FAT_BURN,1
2025-05-01T12:05,FAT_BURN,1
2025-05-01T12:06,FAT_BURN,1
2025-05-01T12:07,FAT_BURN,1
2025-05-01T12:08,FAT_BURN,1
2025-05-01T12:09,FAT_BURN,1
2025-05-01T12:10,FAT_BURN,1
2025-05-01T12:11,FAT_BURN,1
2025-05-01T12:12,FAT_BURN,1
2025-05-01T12:13,FAT_BURN,1
2025-05-01T12:15,FAT_BURN,1
2025-05-01T12:16,FAT_BURN,1
2025-05-01T12:17,FAT_BURN,1
2025-05-01T12:18,FAT_BURN,1
2025-05-01T12:19,FAT_BURN,1
2025-05-01T12:20,FAT_BURN,1
2025-05-01T12:21,FAT_BURN,1
2025-05-01T12:22,FAT_BURN,1
2025-05-01T12:23,FAT_BURN,1
2025-05-01T12:24,FAT_BURN,1
2025-05-01T12:25,FAT_BURN,1
2025-05-01T12:26,FAT_BURN,1
2025-05-01T12:27,FAT_BURN,1
2025-05-01T12:29,FAT_BURN,1
2025-05-01T12:30,FAT_BURN,1
2025-05-01T12:31,FAT_BURN,1
2025-05-01T12:32,FAT_BURN,1
2025-05-01T12:33,FAT_BURN,1
2025-05-01T12:34,FAT_BURN,1
2025-05-01T12:35,FAT_BURN,1
2025-05-01T12:36,FAT_BURN,1
2025-05-01T12:37,FAT_BURN,1
2025-05-01T12:38,FAT_BURN,1
2025-05-01T12:39,FAT_BURN,1
2025-05-01T12:40,FAT_BURN,1
2025-05-01T12:44,FAT_BURN,1
2025-05-01T12:45,FAT_BURN,1
2025-05-01T12:48,FAT_BURN,1
2025-05-01T12:49,FAT_BURN,1
2025-05-01T12:50,FAT_BURN,1
2025-05-01T12:51,FAT_BURN,1
2025-05-01T12:52,FAT_BURN,1
2025-05-01T12:53,FAT_BURN,1
2025-05-01T12:55,FAT_BURN,1
2025-05-01T12:56,FAT_BURN,1
2025-05-01T12:58,FAT_BURN,1
2025-05-01T13:00,FAT_BURN,1
2025-05-01T13:01,FAT_BURN,1
2025-05-01T13:02,FAT_BURN,1
2025-05-01T13:03,FAT_BURN,1
2025-05-01T13:04,FAT_BURN,1
2025-05-01T13:05,FAT_BURN,1
2025-05-01T13:06,FAT_BURN,1
2025-05-01T13:07,FAT_BURN,1
2025-05-01T13:10,FAT_BURN,1
2025-05-01T13:11,FAT_BURN,1
2025-05-01T13:12,FAT_BURN,1
2025-05-01T13:13,FAT_BURN,1
2025-05-01T13:14,FAT_BURN,1
2025-05-01T13:15,FAT_BURN,1
2025-05-01T13:16,FAT_BURN,1
2025-05-01T13:17,FAT_BURN,1
2025-05-01T13:18,FAT_BURN,1
2025-05-01T13:19,FAT_BURN,1
2025-05-01T13:20,FAT_BURN,1
2025-05-01T13:21,FAT_BURN,1
2025-05-01T13:22,FAT_BURN,1
2025-05-01T13:23,FAT_BURN,1
2025-05-01T13:24,FAT_BURN,1
2025-05-01T13:25,FAT_BURN,1
2025-05-01T13:26,FAT_BURN,1
2025-05-01T13:27,FAT_BURN,1
2025-05-01T13:28,FAT_BURN,1
2025-05-01T13:53,FAT_BURN,1
2025-05-01T13:54,FAT_BURN,1
2025-05-01T13:57,FAT_BURN,1
2025-05-01T13:59,FAT_BURN,1
2025-05-01T14:00,FAT_BURN,1
2025-05-01T14:01,FAT_BURN,1
2025-05-01T14:02,FAT_BURN,1
2025-05-01T14:03,FAT_BURN,1
2025-05-01T14:04,FAT_BURN,1
2025-05-01T14:05,FAT_BURN,1
2025-05-01T14:34,FAT_BURN,1
2025-05-01T14:49,FAT_BURN,1
2025-05-01T14:53,FAT_BURN,1
2025-05-01T14:54,FAT_BURN,1
2025-05-01T14:55,FAT_BURN,1
2025-05-01T14:56,FAT_BURN,1
2025-05-01T14:57,FAT_BURN,1
2025-05-01T14:58,FAT_BURN,1
2025-05-01T15:10,FAT_BURN,1
2025-05-01T15:31,FAT_BURN,1
2025-05-01T16:34,FAT_BURN,1
2025-05-01T16:35,FAT_BURN,1
2025-05-01T16:45,FAT_BURN,1
2025-05-01T17:58,FAT_BURN,1
2025-05-01T17:59,FAT_BURN,1
2025-05-01T18:01,FAT_BURN,1
2025-05-01T18:02,FAT_BURN,1
2025-05-01T18:03,FAT_BURN,1
2025-05-01T18:04,FAT_BURN,1
2025-05-01T18:05,FAT_BURN,1
2025-05-01T18:06,FAT_BURN,1
2025-05-01T18:07,FAT_BURN,1
2025-05-01T18:08,FAT_BURN,1
2025-05-01T18:09,FAT_BURN,1
2025-05-01T18:10,FAT_BURN,1
2025-05-01T18:11,FAT_BURN,1
2025-05-01T18:15,FAT_BURN,1
2025-05-01T18:34,FAT_BURN,1
2025-05-01T18:37,FAT_BURN,1
2025-05-01T18:51,FAT_BURN,1
2025-05-01T18:52,FAT_BURN,1
2025-05-01T18:53,FAT_BURN,1
2025-05-01T18:54,FAT_BURN,1
2025-05-01T18:55,FAT_BURN,1
2025-05-01T18:56,FAT_BURN,1
2025-05-01T18:57,FAT_BURN,1
2025-05-01T19:29,FAT_BURN,1
2025-05-01T19:30,FAT_BURN,1
2025-05-01T19:31,FAT_BURN,1
2025-05-01T19:32,FAT_BURN,1
2025-05-01T19:33,FAT_BURN,1
2025-05-01T19:34,FAT_BURN,1
2025-05-01T19:35,FAT_BURN,1
2025-05-01T19:36,FAT_BURN,1
2025-05-01T19:37,FAT_BURN,1
2025-05-01T19:39,FAT_BURN,1
2025-05-01T19:42,FAT_BURN,1
2025-05-01T19:43,FAT_BURN,1
2025-05-01T19:44,FAT_BURN,1
2025-05-01T23:40,FAT_BURN,1
2025-05-01T23:41,FAT_BURN,1
2025-05-02T07:42,FAT_BURN,1
2025-05-02T07:43,FAT_BURN,1
2025-05-02T07:46,FAT_BURN,1
2025-05-02T07:49,FAT_BURN,1
2025-05-02T07:50,FAT_BURN,1
2025-05-02T07:51,FAT_BURN,1
2025-05-02T08:12,FAT_BURN,1
2025-05-02T08:13,FAT_BURN,1
2025-05-02T08:14,FAT_BURN,1
2025-05-02T08:17,FAT_BURN,1
2025-05-02T08:18,FAT_BURN,1
2025-05-02T08:19,FAT_BURN,1
2025-05-02T08:23,FAT_BURN,1
2025-05-02T08:24,FAT_BURN,1
2025-05-02T08:25,FAT_BURN,1
2025-05-02T08:26,FAT_BURN,1
2025-05-02T08:27,FAT_BURN,1
2025-05-02T08:28,FAT_BURN,1
2025-05-02T08:30,FAT_BURN,1
2025-05-02T08:31,FAT_BURN,1
2025-05-02T08:32,FAT_BURN,1
2025-05-02T08:33,FAT_BURN,1
2025-05-02T08:34,FAT_BURN,1
2025-05-02T08:35,FAT_BURN,1
2025-05-02T08:36,FAT_BURN,1
2025-05-02T08:37,FAT_BURN,1
2025-05-02T08:38,FAT_BURN,1
2025-05-02T08:39,FAT_BURN,1
2025-05-02T08:40,FAT_BURN,1
