timestamp,beats per minute
2025-02-26T00:00:00Z,92.0
2025-02-26T00:00:03Z,92.0
2025-02-26T00:00:06Z,93.0
2025-02-26T00:00:08Z,94.0
2025-02-26T00:00:10Z,96.0
2025-02-26T00:00:12Z,98.0
2025-02-26T00:00:14Z,96.0
2025-02-26T00:00:16Z,94.0
2025-02-26T00:00:18Z,93.0
2025-02-26T00:00:21Z,93.0
2025-02-26T00:00:22Z,94.0
2025-02-26T00:00:24Z,95.0
2025-02-26T00:00:26Z,97.0
2025-02-26T00:00:28Z,100.0
2025-02-26T00:00:29Z,104.0
2025-02-26T00:00:32Z,104.0
2025-02-26T00:00:33Z,106.0
2025-02-26T00:00:35Z,107.0
2025-02-26T00:00:37Z,106.0
2025-02-26T00:00:39Z,101.0
2025-02-26T00:00:41Z,95.0
2025-02-26T00:00:43Z,92.0
2025-02-26T00:00:45Z,91.0
2025-02-26T00:00:47Z,90.0
2025-02-26T00:00:49Z,91.0
2025-02-26T00:00:51Z,95.0
2025-02-26T00:00:52Z,96.0
2025-02-26T00:00:54Z,95.0
2025-02-26T00:00:56Z,94.0
2025-02-26T00:00:59Z,94.0
2025-02-26T00:01:00Z,93.0
2025-02-26T00:01:03Z,93.0
2025-02-26T00:01:04Z,92.0
2025-02-26T00:01:06Z,93.0
2025-02-26T00:01:08Z,92.0
2025-02-26T00:01:11Z,92.0
2025-02-26T00:01:12Z,93.0
2025-02-26T00:01:14Z,94.0
2025-02-26T00:01:16Z,95.0
2025-02-26T00:01:17Z,96.0
2025-02-26T00:01:19Z,97.0
2025-02-26T00:01:21Z,96.0
2025-02-26T00:01:23Z,97.0
2025-02-26T00:01:25Z,100.0
2025-02-26T00:01:27Z,102.0
2025-02-26T00:01:29Z,101.0
2025-02-26T00:01:31Z,98.0
2025-02-26T00:01:34Z,98.0
2025-02-26T00:01:35Z,95.0
2025-02-26T00:01:37Z,95.0
2025-02-26T00:01:40Z,94.0
2025-02-26T00:01:42Z,92.0
2025-02-26T00:01:45Z,92.0
2025-02-26T00:01:46Z,94.0
2025-02-26T00:01:48Z,96.0
2025-02-26T00:01:51Z,96.0
2025-02-26T00:01:54Z,95.0
2025-02-26T00:01:56Z,93.0
2025-02-26T00:01:58Z,91.0
2025-02-26T00:02:01Z,91.0
2025-02-26T00:02:02Z,92.0
2025-02-26T00:02:04Z,94.0
2025-02-26T00:02:05Z,95.0
2025-02-26T00:02:07Z,96.0
2025-02-26T00:02:10Z,96.0
2025-02-26T00:02:11Z,95.0
2025-02-26T00:02:13Z,93.0
2025-02-26T00:02:15Z,90.0
2025-02-26T00:02:18Z,90.0
2025-02-26T00:02:19Z,91.0
2025-02-26T00:02:21Z,92.0
2025-02-26T00:02:24Z,92.0
2025-02-26T00:02:27Z,92.0
