date,active_zone_minutes
2025-06-01,1
2025-06-02,36
2025-06-03,6
2025-06-04,3
2025-06-05,132
2025-06-06,70
2025-06-07,250
2025-06-08,70
2025-06-09,52
2025-06-10,36
2025-06-11,50
2025-06-12,29
2025-06-13,38
2025-06-14,3
2025-06-15,4
2025-06-16,444
2025-06-17,98
2025-06-18,115
2025-06-19,55
2025-06-20,71
2025-06-21,13
2025-06-22,534
2025-06-23,0
2025-06-24,18
2025-06-25,166
2025-06-26,112
2025-06-27,18
2025-06-28,5
2025-06-29,3
