date,total_steps_taken
2025-06-01,2148
2025-06-02,7893
2025-06-03,7896
2025-06-04,12047
2025-06-05,5099
2025-06-06,7131
2025-06-07,2828
2025-06-08,6368
2025-06-09,8444
2025-06-10,6630
2025-06-11,8712
2025-06-12,6670
2025-06-13,8748
2025-06-14,6129
2025-06-15,928
2025-06-16,11892
2025-06-17,15791
2025-06-18,11556
2025-06-19,10685
2025-06-20,9601
2025-06-21,6833
2025-06-22,8783
2025-06-23,10722
2025-06-24,7293
2025-06-25,9272
2025-06-26,11772
2025-06-27,7560
2025-06-28,2799
2025-06-29,1927
